min_n_rule,cut_obs,cut_after_date,next_start_date,left_alpha,left_t,left_p,left_n,right_alpha,right_t,right_p,right_n,worst_p,min_alpha,all_positive_sig
40,155,2025-11-24,2025-11-25,0.18667658032425274,2.8213576214737826,0.004782085981467383,155,0.15106920495038256,1.036449073089571,0.2999926865234729,64,0.2999926865234729,0.15106920495038256,False
40,156,2025-11-25,2025-11-26,0.19147158313061455,2.8809510092591313,0.003964772613502133,156,0.13303562199109395,0.9132099098071924,0.36113215300675827,63,0.36113215300675827,0.13303562199109395,False
40,157,2025-11-26,2025-11-28,0.19645592398620806,2.9265554141676255,0.0034273844129043426,157,0.11934683292347746,0.7966280614850245,0.42566707506382717,62,0.42566707506382717,0.11934683292347746,False
40,158,2025-11-28,2025-12-01,0.19591770190002045,2.921726671265176,0.003480968760783965,158,0.13880128193473298,0.9128320950386317,0.3613308555633735,61,0.3613308555633735,0.13880128193473298,False
40,159,2025-12-01,2025-12-02,0.18973315416277428,2.8684160828560037,0.004125326173783621,159,0.1571678813971479,1.0111800927844627,0.3119302419353557,60,0.3119302419353557,0.1571678813971479,False
40,160,2025-12-02,2025-12-03,0.1847008103575136,2.801255536395192,0.005090419287607006,160,0.1709253665877608,1.0744304305436319,0.28262980980124375,59,0.28262980980124375,0.1709253665877608,False
40,161,2025-12-03,2025-12-04,0.18584116113835433,2.8241725105387485,0.004740286339665285,161,0.17962110166108802,1.1061979624787153,0.26864084457890924,58,0.26864084457890924,0.17962110166108802,False
40,162,2025-12-04,2025-12-05,0.19166194487739482,2.943238171061657,0.0032479843523201147,162,0.16133115864657144,0.9783403162117607,0.3279060363129017,57,0.3279060363129017,0.16133115864657144,False
40,163,2025-12-05,2025-12-08,0.19529896590899992,3.00211456851855,0.002681112507089856,163,0.16108634875669114,0.909640098250579,0.36301234443954644,56,0.36301234443954644,0.16108634875669114,False
40,164,2025-12-08,2025-12-09,0.2016163057611579,3.0722156511131455,0.0021247616116747427,164,0.15817244965276317,0.8650641393497199,0.3870035859574824,55,0.3870035859574824,0.15817244965276317,False
40,165,2025-12-09,2025-12-10,0.19880669913899068,3.0645275552183353,0.002180140898932082,165,0.1664891126048557,0.8994992002920672,0.36838682158311453,54,0.36838682158311453,0.1664891126048557,False
40,166,2025-12-10,2025-12-11,0.20817115804044237,3.1299245874589507,0.0017485118439114922,166,0.13397715907237467,0.729330280859889,0.46579965370920673,53,0.46579965370920673,0.13397715907237467,False
40,167,2025-12-11,2025-12-12,0.21314114107699494,3.1754277345949515,0.001496157822985711,167,0.1101745653222375,0.5809117440990534,0.5612999367736483,52,0.5612999367736483,0.1101745653222375,False
40,168,2025-12-12,2025-12-15,0.20722030300071967,3.1580845657550762,0.0015880948189982507,168,0.12949821499582373,0.668913876352057,0.5035504179246393,51,0.5035504179246393,0.12949821499582373,False
40,169,2025-12-15,2025-12-16,0.19314942287420164,2.92777851935773,0.003413931387265082,169,0.15490777062822222,0.8117514586246324,0.4169342604968769,50,0.4169342604968769,0.15490777062822222,False
40,170,2025-12-16,2025-12-17,0.1881149794000795,2.843742974162592,0.004458699930713357,170,0.15568471486372995,0.7847365535321292,0.4326080462921099,49,0.4326080462921099,0.15568471486372995,False
40,171,2025-12-17,2025-12-18,0.19292579295581053,2.95274105775875,0.003149660455788021,171,0.1508809492693426,0.7356810118050989,0.46192484799467404,48,0.46192484799467404,0.1508809492693426,False
40,172,2025-12-18,2025-12-19,0.18210751571946177,2.703928756140372,0.006852497950998767,172,0.17988774267197616,0.8582451903604399,0.39075708739297554,47,0.39075708739297554,0.17988774267197616,False
40,173,2025-12-19,2025-12-22,0.1861196268377419,2.8102679476926578,0.004950027026747651,173,0.16842121087173337,0.804020548521485,0.42138510777312066,46,0.42138510777312066,0.16842121087173337,False
40,174,2025-12-22,2025-12-23,0.19950954058616843,3.0153677227743003,0.0025666786717616712,174,0.09424989064200283,0.46461183742276946,0.6422094536816674,45,0.6422094536816674,0.09424989064200283,False
40,175,2025-12-23,2025-12-24,0.19529047217722195,2.997422529321198,0.0027227305116161505,175,0.11272751618840339,0.5399065497530036,0.5892614807122263,44,0.5892614807122263,0.11272751618840339,False
40,176,2025-12-24,2025-12-26,0.19630815550745856,3.022503699897293,0.002506930181856691,176,0.09996551405270121,0.46961188753868827,0.6386323300504949,43,0.6386323300504949,0.09996551405270121,False
40,177,2025-12-26,2025-12-29,0.19779657007514456,3.0649998699618046,0.002176700917715412,177,0.08313789753791143,0.37741573403592105,0.7058646759146643,42,0.7058646759146643,0.08313789753791143,False
40,178,2025-12-29,2025-12-30,0.18660813111761138,2.917198850308644,0.003531905260111947,178,0.13820780210052244,0.6175304714889794,0.5368848889540816,41,0.5368848889540816,0.13820780210052244,False
40,179,2025-12-30,2025-12-31,0.19201212372344315,3.0309913858408253,0.002437522019066989,179,0.11223610551145297,0.47787563816893347,0.6327387217777377,40,0.6327387217777377,0.11223610551145297,False
50,50,2025-06-26,2025-06-27,0.1996378802052762,2.3089105661762357,0.02094854454020725,50,0.1277465172427764,1.6364618996770206,0.10174295340830224,169,0.10174295340830224,0.1277465172427764,False
